student_id,畢業年度,班級_標準,座號,報考群類,模1_國文分數,模1_國文級分,模1_英文分數,模1_英文級分,模1_數學分數,模1_數學級分,模1_專一分數,模1_專一級分,模1_專二分數,模1_專二級分,模1_總分數,模1_總分級分,模1_轉換統測分數,模1_跨校排名,模2_國文分數,模2_國文級分,模2_英文分數,模2_英文級分,模2_數學分數,模2_數學級分,模2_專一分數,模2_專一級分,模2_專二分數,模2_專二級分,模2_總分數,模2_總分級分,模2_班級排名,模2_類別排名,模2_跨校排名,模2_轉換統測分數,模3_國文分數,模3_國文級分,模3_英文分數,模3_英文級分,模3_數學分數,模3_數學級分,模3_專一分數,模3_專一級分,模3_專二分數,模3_專二級分,模3_總分數,模3_總分級分,模3_班級排名,模3_類別排名,模3_跨校排名,模3_轉換統測分數,模4_國文分數,模4_國文級分,模4_英文分數,模4_英文級分,模4_數學分數,模4_數學級分,模4_專一分數,模4_專一級分,模4_專二分數,模4_專二級分,模4_總分數,模4_總分級分,模4_班級排名,模4_類別排名,模4_跨校排名,模4_轉換統測分數,模5_國文分數,模5_國文級分,模5_英文分數,模5_英文級分,模5_數學分數,模5_數學級分,模5_專一分數,模5_專一級分,模5_專二分數,模5_專二級分,模5_總分數,模5_總分級分,模5_班級排名,模5_類別排名,模5_跨校排名,模5_轉換統測分數,統測_國文分數,統測_國文級分,統測_英文分數,統測_英文級分,統測_數學B分數,統測_數學B級分,統測_專一分數,統測_專一級分,統測_專二分數,統測_專二級分,統測_總分數,統測_總分級分
114-3071-131001,114,131,,09商業與管理群,68.0,11.0,37.5,6.0,84.0,13.0,70.0,11.0,46.0,7.0,305.5,48.0,432.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,4.0,1.0,0.0,0.0,10.0,2.0,30.0,5.0,44.0,8.0,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114-3071-131002,114,131,,09商業與管理群,74.0,12.0,80.5,13.0,88.0,14.0,72.0,11.0,60.0,10.0,374.5,60.0,518.0,0.0,74.0,12.0,81.5,13.0,76.0,12.0,76.0,12.0,64.0,10.0,371.5,59.0,,,,533.0,60.0,11.0,77.75,12.0,88.0,14.0,76.0,12.0,78.0,12.0,379.75,61.0,,,,558.0,60.0,10.0,77.0,12.0,56.0,9.0,78.0,12.0,80.0,13.0,351.0,56.0,,,,532.0,66.0,11.0,82.5,13.0,72.0,11.0,80.0,13.0,70.0,11.0,370.5,59.0,,,,561.0,60.0,10.0,89.0,14.0,76.0,12.0,82.0,13.0,88.0,14.0,395.0,63.0
114-3071-131003,114,131,,09商業與管理群,62.0,10.0,23.25,4.0,72.0,11.0,46.0,7.0,54.0,9.0,257.25,41.0,382.0,0.0,28.0,5.0,22.75,4.0,36.0,6.0,16.0,3.0,42.0,7.0,144.75,25.0,,,,240.0,70.0,12.0,23.75,4.0,0.0,0.0,26.0,4.0,28.0,5.0,147.75,25.0,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0
114-3071-131004,114,131,,09商業與管理群,72.0,12.0,55.0,9.0,72.0,11.0,78.0,12.0,70.0,11.0,347.0,55.0,515.0,0.0,66.0,11.0,50.5,8.0,60.0,10.0,72.0,11.0,66.0,10.0,314.5,50.0,,,,469.0,72.0,13.0,60.75,10.0,72.0,11.0,64.0,10.0,70.0,11.0,338.75,55.0,,,,495.0,62.0,10.0,65.75,10.0,60.0,10.0,70.0,11.0,76.0,12.0,333.75,53.0,,,,507.0,64.0,11.0,60.75,10.0,60.0,10.0,66.0,11.0,58.0,9.0,308.75,51.0,,,,467.0,72.0,12.0,69.5,11.0,72.0,11.0,64.0,10.0,74.0,12.0,351.5,56.0
114-3071-131007,114,131,,09商業與管理群,0.0,0.0,40.0,7.0,32.0,5.0,62.0,10.0,34.0,6.0,168.0,28.0,291.0,0.0,46.0,8.0,25.5,4.0,0.0,0.0,30.0,5.0,34.0,6.0,135.5,23.0,,,,213.0,46.0,8.0,36.0,6.0,52.0,8.0,26.0,4.0,28.0,5.0,188.0,31.0,,,,270.0,58.0,10.0,35.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,16.0,,,,95.0,34.0,6.0,32.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.25,11.0,,,,69.0,38.0,7.0,34.0,6.0,32.0,5.0,0.0,0.0,28.0,5.0,132.0,23.0
114-3071-131008,114,131,,09商業與管理群,64.0,11.0,32.25,5.0,56.0,9.0,66.0,10.0,58.0,9.0,276.25,44.0,422.0,0.0,60.0,10.0,50.0,8.0,60.0,10.0,56.0,9.0,68.0,11.0,294.0,48.0,,,,439.0,44.0,8.0,44.0,7.0,64.0,10.0,66.0,11.0,58.0,9.0,276.0,45.0,,,,401.0,66.0,11.0,43.75,7.0,48.0,8.0,74.0,12.0,58.0,9.0,289.75,47.0,,,,445.0,76.0,13.0,39.25,6.0,48.0,8.0,58.0,9.0,68.0,11.0,289.25,47.0,,,,461.0,62.0,10.0,53.5,9.0,56.0,9.0,68.0,11.0,64.0,10.0,303.5,49.0
114-3071-131009,114,131,,09商業與管理群,24.0,4.0,46.75,8.0,40.0,7.0,36.0,6.0,28.0,5.0,174.75,30.0,319.0,0.0,24.0,4.0,54.75,9.0,16.0,3.0,22.0,4.0,14.0,3.0,130.75,23.0,,,,225.0,32.0,6.0,44.25,7.0,52.0,8.0,52.0,8.0,28.0,5.0,208.25,34.0,,,,296.0,30.0,5.0,46.0,7.0,0.0,0.0,24.0,4.0,0.0,0.0,100.0,16.0,,,,164.0,30.0,5.0,46.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,12.0,,,,80.0,54.0,9.0,34.0,6.0,16.0,3.0,24.0,4.0,24.0,4.0,152.0,26.0
114-3071-131010,114,131,,09商業與管理群,66.0,11.0,29.5,5.0,64.0,10.0,74.0,12.0,58.0,9.0,291.5,47.0,443.0,0.0,0.0,0.0,0.0,0.0,44.0,7.0,0.0,0.0,50.0,8.0,94.0,15.0,,,,143.0,58.0,10.0,54.5,9.0,56.0,9.0,64.0,10.0,42.0,7.0,274.5,45.0,,,,394.0,,,,,,,,,,,,,,,,,70.0,12.0,51.5,8.0,48.0,8.0,64.0,10.0,50.0,8.0,283.5,46.0,,,,429.0,76.0,13.0,60.0,10.0,52.0,8.0,70.0,11.0,72.0,11.0,330.0,53.0
114-3071-131011,114,131,,09商業與管理群,0.0,0.0,66.0,10.0,88.0,14.0,64.0,10.0,54.0,9.0,272.0,43.0,397.0,0.0,46.0,8.0,67.25,11.0,80.0,13.0,54.0,9.0,38.0,6.0,285.25,47.0,,,,391.0,50.0,9.0,63.75,10.0,76.0,12.0,68.0,11.0,56.0,9.0,313.75,51.0,,,,457.0,60.0,10.0,73.0,11.0,64.0,10.0,68.0,11.0,56.0,9.0,321.0,51.0,,,,477.0,66.0,11.0,72.25,11.0,56.0,9.0,48.0,8.0,62.0,10.0,304.25,49.0,,,,463.0,66.0,11.0,81.0,13.0,72.0,11.0,72.0,11.0,74.0,12.0,365.0,58.0
114-3071-131012,114,131,,09商業與管理群,62.0,10.0,36.0,6.0,56.0,9.0,66.0,10.0,56.0,9.0,276.0,44.0,416.0,0.0,64.0,10.0,42.5,7.0,44.0,7.0,64.0,10.0,46.0,7.0,260.5,41.0,,,,377.0,52.0,9.0,31.25,5.0,56.0,9.0,66.0,11.0,48.0,8.0,253.25,42.0,,,,365.0,60.0,10.0,35.0,6.0,40.0,7.0,60.0,10.0,48.0,8.0,243.0,41.0,,,,370.0,54.0,9.0,41.25,7.0,28.0,5.0,48.0,8.0,56.0,9.0,227.25,38.0,,,,362.0,60.0,10.0,49.0,8.0,44.0,7.0,52.0,8.0,60.0,10.0,265.0,43.0
114-3071-131013,114,131,,09商業與管理群,78.0,13.0,60.75,10.0,76.0,12.0,78.0,12.0,72.0,11.0,364.75,58.0,535.0,0.0,80.0,13.0,63.0,10.0,72.0,11.0,70.0,11.0,66.0,10.0,351.0,55.0,,,,513.0,50.0,9.0,61.75,10.0,60.0,10.0,72.0,12.0,64.0,10.0,307.75,51.0,,,,459.0,76.0,13.0,72.25,11.0,56.0,9.0,68.0,11.0,56.0,9.0,328.25,53.0,,,,489.0,66.0,11.0,72.75,11.0,44.0,7.0,68.0,11.0,64.0,10.0,314.75,50.0,,,,485.0,64.0,11.0,71.5,11.0,56.0,9.0,68.0,11.0,72.0,11.0,331.5,53.0
114-3071-131014,114,131,,09商業與管理群,56.0,9.0,68.5,11.0,40.0,7.0,58.0,9.0,46.0,7.0,268.5,43.0,403.0,0.0,72.0,12.0,78.0,12.0,44.0,7.0,58.0,9.0,50.0,8.0,302.0,48.0,,,,430.0,54.0,10.0,68.0,11.0,68.0,11.0,74.0,12.0,46.0,7.0,310.0,51.0,,,,445.0,54.0,9.0,80.0,13.0,28.0,5.0,52.0,8.0,44.0,7.0,258.0,42.0,,,,380.0,62.0,11.0,81.0,13.0,12.0,2.0,58.0,9.0,44.0,7.0,257.0,42.0,,,,390.0,64.0,11.0,78.0,12.0,44.0,7.0,54.0,9.0,58.0,9.0,298.0,48.0
114-3071-131015,114,131,,09商業與管理群,68.0,11.0,64.5,10.0,84.0,13.0,76.0,12.0,68.0,11.0,360.5,57.0,520.0,0.0,80.0,13.0,75.0,12.0,72.0,11.0,50.0,8.0,58.0,9.0,335.0,53.0,,,,472.0,56.0,10.0,68.5,11.0,68.0,11.0,64.0,10.0,58.0,9.0,314.5,51.0,,,,457.0,64.0,11.0,69.75,11.0,52.0,8.0,66.0,10.0,52.0,8.0,303.75,48.0,,,,453.0,62.0,11.0,71.5,11.0,40.0,7.0,52.0,8.0,64.0,10.0,289.5,47.0,,,,446.0,66.0,11.0,76.0,12.0,56.0,9.0,66.0,10.0,66.0,10.0,330.0,52.0
114-3071-131016,114,131,,09商業與管理群,52.0,9.0,58.25,9.0,36.0,6.0,68.0,11.0,48.0,8.0,262.25,43.0,407.0,0.0,72.0,12.0,57.0,9.0,44.0,7.0,66.0,10.0,66.0,10.0,305.0,48.0,,,,461.0,46.0,8.0,54.5,9.0,48.0,8.0,74.0,12.0,46.0,7.0,268.5,44.0,,,,396.0,68.0,11.0,50.5,8.0,16.0,3.0,80.0,13.0,56.0,9.0,270.5,44.0,,,,425.0,62.0,11.0,64.25,10.0,36.0,6.0,68.0,11.0,48.0,8.0,278.25,46.0,,,,420.0,56.0,9.0,64.5,10.0,40.0,7.0,82.0,13.0,54.0,9.0,296.5,48.0
114-3071-233025,114,233,,09商業與管理群,58.0,10.0,67.0,11.0,80.0,13.0,66.0,10.0,46.0,7.0,317.0,51.0,440.0,0.0,66.0,11.0,61.5,10.0,76.0,12.0,48.0,8.0,32.0,5.0,283.5,46.0,,,,382.0,54.0,10.0,51.0,8.0,80.0,13.0,60.0,10.0,32.0,5.0,277.0,46.0,,,,385.0,58.0,10.0,55.25,9.0,48.0,8.0,62.0,10.0,32.0,5.0,255.25,42.0,,,,373.0,54.0,9.0,55.75,9.0,80.0,13.0,42.0,7.0,30.0,5.0,261.75,43.0,,,,368.0,48.0,8.0,58.0,9.0,80.0,13.0,48.0,8.0,44.0,7.0,278.0,45.0
114-3071-233026,114,233,,09商業與管理群,68.0,11.0,79.75,13.0,56.0,9.0,78.0,12.0,42.0,7.0,323.75,52.0,456.0,0.0,62.0,10.0,79.75,12.0,56.0,9.0,66.0,10.0,56.0,9.0,319.75,50.0,,,,459.0,54.0,10.0,75.75,12.0,76.0,12.0,64.0,10.0,42.0,7.0,311.75,51.0,,,,438.0,56.0,9.0,82.5,13.0,60.0,10.0,74.0,12.0,52.0,8.0,324.5,52.0,,,,482.0,62.0,11.0,81.5,13.0,60.0,10.0,62.0,10.0,58.0,9.0,323.5,53.0,,,,485.0,64.0,11.0,80.25,13.0,84.0,13.0,66.0,10.0,64.0,10.0,358.25,57.0
114-3071-233027,114,233,,09商業與管理群,70.0,12.0,67.75,11.0,72.0,11.0,80.0,13.0,82.0,13.0,371.75,60.0,553.0,0.0,68.0,11.0,55.5,9.0,64.0,10.0,76.0,12.0,52.0,8.0,315.5,50.0,,,,450.0,60.0,11.0,50.75,8.0,52.0,8.0,82.0,13.0,66.0,10.0,310.75,50.0,,,,469.0,66.0,11.0,69.25,11.0,64.0,10.0,84.0,13.0,70.0,11.0,353.25,56.0,,,,534.0,64.0,11.0,79.0,12.0,56.0,9.0,68.0,11.0,62.0,10.0,329.0,53.0,,,,498.0,62.0,10.0,77.5,12.0,64.0,10.0,88.0,14.0,72.0,11.0,363.5,57.0
114-3071-233028,114,233,,09商業與管理群,66.0,11.0,84.0,13.0,60.0,10.0,78.0,12.0,68.0,11.0,356.0,57.0,520.0,0.0,82.0,13.0,75.5,12.0,48.0,8.0,58.0,9.0,52.0,8.0,315.5,50.0,,,,453.0,56.0,10.0,59.0,9.0,68.0,11.0,60.0,10.0,52.0,8.0,295.0,48.0,,,,423.0,62.0,10.0,70.0,11.0,0.0,0.0,66.0,10.0,0.0,0.0,198.0,31.0,,,,275.0,66.0,11.0,77.0,12.0,36.0,6.0,76.0,12.0,54.0,9.0,309.0,50.0,,,,467.0,80.0,13.0,83.5,13.0,64.0,10.0,68.0,11.0,64.0,10.0,359.5,57.0
114-3071-233029,114,233,,09商業與管理群,46.0,8.0,41.0,7.0,64.0,10.0,52.0,8.0,36.0,6.0,239.0,39.0,360.0,0.0,62.0,10.0,53.5,9.0,24.0,4.0,50.0,8.0,20.0,4.0,209.5,35.0,,,,303.0,50.0,9.0,41.75,7.0,40.0,7.0,58.0,9.0,26.0,4.0,215.75,36.0,,,,307.0,56.0,9.0,55.0,9.0,36.0,6.0,72.0,11.0,24.0,4.0,243.0,39.0,,,,359.0,62.0,11.0,64.75,10.0,36.0,6.0,54.0,9.0,46.0,8.0,262.75,44.0,,,,392.0,70.0,12.0,61.5,10.0,48.0,8.0,64.0,10.0,50.0,8.0,293.5,48.0
114-3071-233030,114,233,,09商業與管理群,68.0,11.0,75.0,12.0,80.0,13.0,68.0,11.0,66.0,10.0,357.0,57.0,505.0,0.0,60.0,10.0,74.75,12.0,60.0,10.0,60.0,10.0,56.0,9.0,310.75,51.0,,,,445.0,50.0,9.0,63.0,10.0,64.0,10.0,60.0,10.0,54.0,9.0,291.0,48.0,,,,421.0,60.0,10.0,70.0,11.0,44.0,7.0,72.0,11.0,56.0,9.0,302.0,48.0,,,,457.0,68.0,12.0,76.5,12.0,52.0,8.0,62.0,10.0,46.0,8.0,304.5,50.0,,,,446.0,68.0,11.0,82.0,13.0,88.0,14.0,74.0,12.0,66.0,10.0,378.0,60.0
114-3071-233031,114,233,,09商業與管理群,58.0,10.0,35.5,6.0,76.0,12.0,66.0,10.0,36.0,6.0,271.5,44.0,392.0,0.0,70.0,11.0,53.5,9.0,44.0,7.0,62.0,10.0,40.0,7.0,269.5,44.0,,,,384.0,52.0,9.0,51.75,8.0,64.0,10.0,64.0,10.0,40.0,7.0,271.75,44.0,,,,385.0,78.0,13.0,60.0,10.0,52.0,8.0,60.0,10.0,44.0,7.0,294.0,48.0,,,,428.0,60.0,10.0,58.75,9.0,60.0,10.0,58.0,9.0,44.0,7.0,280.75,45.0,,,,412.0,66.0,11.0,55.5,9.0,76.0,12.0,68.0,11.0,58.0,9.0,323.5,52.0
114-3071-233032,114,233,,09商業與管理群,60.0,10.0,44.75,7.0,12.0,2.0,56.0,9.0,30.0,5.0,202.75,33.0,340.0,0.0,58.0,9.0,61.5,10.0,36.0,6.0,52.0,8.0,20.0,4.0,227.5,37.0,,,,325.0,44.0,8.0,43.25,7.0,48.0,8.0,60.0,10.0,26.0,4.0,221.25,37.0,,,,312.0,0.0,0.0,35.0,6.0,36.0,6.0,50.0,8.0,28.0,5.0,149.0,25.0,,,,248.0,60.0,10.0,47.75,8.0,24.0,4.0,50.0,8.0,0.0,0.0,181.75,30.0,,,,248.0,60.0,10.0,45.5,7.0,36.0,6.0,42.0,7.0,32.0,5.0,215.5,35.0
114-3071-233033,114,233,,09商業與管理群,62.0,10.0,46.75,8.0,64.0,10.0,58.0,9.0,36.0,6.0,266.75,43.0,389.0,0.0,,,,,,,,,,,,,,,,,56.0,10.0,37.75,6.0,0.0,0.0,60.0,10.0,0.0,0.0,153.75,26.0,,,,222.0,64.0,11.0,33.0,5.0,0.0,0.0,44.0,7.0,0.0,0.0,141.0,23.0,,,,196.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,0.0,0.0,50.0,8.0,,,,116.0,68.0,11.0,39.0,6.0,44.0,7.0,36.0,6.0,36.0,6.0,223.0,36.0
114-3071-233034,114,233,,53商管外語群(一),60.0,10.0,73.75,12.0,44.0,7.0,70.0,11.0,30.0,5.0,277.75,45.0,407.0,0.0,66.0,11.0,61.75,10.0,44.0,7.0,42.0,7.0,24.0,4.0,237.75,39.0,,,,329.0,44.0,8.0,51.0,8.0,36.0,6.0,56.0,9.0,22.0,4.0,209.0,35.0,,,,298.0,60.0,10.0,62.75,10.0,24.0,4.0,64.0,10.0,40.0,7.0,250.75,41.0,,,,373.0,64.0,11.0,80.25,13.0,24.0,4.0,50.0,8.0,24.0,4.0,242.25,40.0,,,,345.0,66.0,11.0,79.0,12.0,40.0,7.0,52.0,8.0,50.0,8.0,287.0,46.0
114-3071-233036,114,233,,09商業與管理群,60.0,10.0,60.5,10.0,96.0,15.0,88.0,14.0,52.0,8.0,356.5,57.0,501.0,0.0,68.0,11.0,75.75,12.0,88.0,14.0,64.0,10.0,58.0,9.0,353.75,56.0,,,,495.0,40.0,7.0,61.0,10.0,76.0,12.0,72.0,12.0,38.0,6.0,287.0,47.0,,,,410.0,60.0,10.0,72.25,11.0,68.0,11.0,76.0,12.0,44.0,7.0,320.25,51.0,,,,471.0,62.0,11.0,74.5,12.0,40.0,7.0,60.0,10.0,42.0,7.0,278.5,47.0,,,,408.0,66.0,11.0,70.0,11.0,80.0,13.0,72.0,11.0,42.0,7.0,330.0,53.0
114-3071-234001,114,233,,09商業與管理群,54.0,9.0,37.5,6.0,72.0,11.0,80.0,13.0,74.0,12.0,317.5,51.0,490.0,0.0,70.0,11.0,35.75,6.0,68.0,11.0,66.0,10.0,54.0,9.0,293.75,47.0,,,,422.0,50.0,9.0,23.75,4.0,64.0,10.0,56.0,9.0,48.0,8.0,241.75,40.0,,,,347.0,46.0,8.0,30.75,5.0,36.0,6.0,58.0,9.0,48.0,8.0,218.75,36.0,,,,345.0,68.0,12.0,37.75,6.0,52.0,8.0,62.0,10.0,40.0,7.0,259.75,43.0,,,,387.0,60.0,10.0,42.0,7.0,64.0,10.0,72.0,11.0,50.0,8.0,288.0,46.0
114-3071-234002,114,233,,09商業與管理群,62.0,10.0,49.0,8.0,76.0,12.0,72.0,11.0,52.0,8.0,311.0,49.0,451.0,0.0,76.0,12.0,51.25,8.0,60.0,10.0,64.0,10.0,66.0,10.0,317.25,50.0,,,,474.0,66.0,12.0,55.0,9.0,76.0,12.0,74.0,12.0,58.0,9.0,329.0,54.0,,,,480.0,60.0,10.0,45.75,7.0,48.0,8.0,72.0,11.0,66.0,10.0,291.75,46.0,,,,451.0,66.0,11.0,40.5,7.0,44.0,7.0,64.0,10.0,54.0,9.0,268.5,44.0,,,,417.0,60.0,10.0,54.0,9.0,52.0,8.0,76.0,12.0,66.0,10.0,308.0,49.0
114-3071-234003,114,233,,09商業與管理群,60.0,10.0,61.0,10.0,24.0,4.0,56.0,9.0,44.0,7.0,245.0,40.0,381.0,0.0,58.0,9.0,79.0,12.0,32.0,5.0,60.0,10.0,40.0,7.0,269.0,43.0,,,,381.0,50.0,9.0,47.75,8.0,64.0,10.0,70.0,11.0,30.0,5.0,261.75,43.0,,,,369.0,54.0,9.0,60.75,10.0,48.0,8.0,70.0,11.0,34.0,6.0,266.75,44.0,,,,393.0,66.0,11.0,56.25,9.0,28.0,5.0,46.0,8.0,24.0,4.0,220.25,37.0,,,,320.0,52.0,9.0,78.5,12.0,48.0,8.0,54.0,9.0,44.0,7.0,276.5,45.0
114-3071-234004,114,233,,09商業與管理群,62.0,10.0,29.25,5.0,88.0,14.0,78.0,12.0,54.0,9.0,311.25,50.0,447.0,0.0,70.0,11.0,50.25,8.0,80.0,13.0,58.0,9.0,42.0,7.0,300.25,48.0,,,,411.0,50.0,9.0,34.0,6.0,72.0,11.0,74.0,12.0,48.0,8.0,278.0,46.0,,,,397.0,76.0,13.0,43.75,7.0,56.0,9.0,60.0,10.0,46.0,7.0,281.75,46.0,,,,416.0,74.0,13.0,47.5,8.0,36.0,6.0,58.0,9.0,54.0,9.0,269.5,45.0,,,,418.0,60.0,10.0,59.5,9.0,84.0,13.0,66.0,10.0,58.0,9.0,327.5,51.0
114-3071-234005,114,233,,09商業與管理群,76.0,13.0,82.5,13.0,100.0,15.0,94.0,15.0,90.0,14.0,442.5,70.0,637.0,0.0,78.0,12.0,92.0,14.0,96.0,15.0,94.0,15.0,86.0,13.0,446.0,69.0,,,,637.0,58.0,10.0,83.75,13.0,96.0,15.0,94.0,15.0,94.0,15.0,425.75,68.0,,,,628.0,74.0,12.0,92.0,14.0,76.0,12.0,90.0,14.0,96.0,15.0,428.0,67.0,,,,628.0,68.0,12.0,93.75,15.0,88.0,14.0,92.0,15.0,90.0,14.0,431.75,70.0,,,,631.0,80.0,13.0,89.5,14.0,80.0,13.0,88.0,14.0,88.0,14.0,425.5,68.0
114-3071-234006,114,233,,09商業與管理群,58.0,10.0,69.0,11.0,92.0,14.0,88.0,14.0,92.0,14.0,399.0,63.0,585.0,0.0,76.0,12.0,85.0,13.0,96.0,15.0,78.0,12.0,80.0,13.0,415.0,65.0,,,,596.0,62.0,11.0,72.5,11.0,68.0,11.0,82.0,13.0,80.0,13.0,364.5,59.0,,,,544.0,74.0,12.0,77.25,12.0,68.0,11.0,90.0,14.0,80.0,13.0,389.25,62.0,,,,585.0,70.0,12.0,75.0,12.0,52.0,8.0,86.0,14.0,80.0,13.0,363.0,59.0,,,,556.0,72.0,12.0,80.0,13.0,76.0,12.0,86.0,13.0,80.0,13.0,394.0,63.0
114-3071-234007,114,233,,09商業與管理群,72.0,12.0,80.5,13.0,96.0,15.0,82.0,13.0,74.0,12.0,404.5,65.0,572.0,0.0,78.0,12.0,85.75,13.0,96.0,15.0,84.0,13.0,68.0,11.0,411.75,64.0,,,,582.0,70.0,12.0,67.75,11.0,88.0,14.0,86.0,14.0,76.0,12.0,387.75,63.0,,,,574.0,72.0,12.0,71.75,11.0,80.0,13.0,76.0,12.0,68.0,11.0,367.75,59.0,,,,545.0,62.0,11.0,82.25,13.0,64.0,10.0,86.0,14.0,70.0,11.0,364.25,59.0,,,,554.0,68.0,11.0,83.0,13.0,84.0,13.0,88.0,14.0,78.0,12.0,401.0,63.0
114-3071-234008,114,233,,09商業與管理群,66.0,11.0,74.25,12.0,44.0,7.0,68.0,11.0,50.0,8.0,302.25,49.0,443.0,0.0,66.0,11.0,73.0,11.0,36.0,6.0,58.0,9.0,52.0,8.0,285.0,45.0,,,,412.0,54.0,10.0,58.5,9.0,64.0,10.0,70.0,11.0,48.0,8.0,294.5,48.0,,,,427.0,68.0,11.0,52.0,8.0,28.0,5.0,60.0,10.0,32.0,5.0,240.0,39.0,,,,351.0,68.0,12.0,71.0,11.0,40.0,7.0,74.0,12.0,32.0,5.0,285.0,47.0,,,,410.0,74.0,12.0,68.5,11.0,48.0,8.0,68.0,11.0,54.0,9.0,312.5,51.0
114-3071-234009,114,233,,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,14.0,80.0,13.0,64.0,10.0,78.0,12.0,86.0,13.0,392.0,62.0
114-3071-234010,114,233,,09商業與管理群,52.0,9.0,66.5,11.0,80.0,13.0,68.0,11.0,40.0,7.0,306.5,51.0,426.0,0.0,70.0,11.0,75.0,12.0,68.0,11.0,76.0,12.0,56.0,9.0,345.0,55.0,,,,490.0,62.0,11.0,59.0,9.0,76.0,12.0,70.0,11.0,66.0,10.0,333.0,53.0,,,,491.0,62.0,10.0,53.25,8.0,64.0,10.0,74.0,12.0,68.0,11.0,321.25,51.0,,,,489.0,70.0,12.0,67.75,11.0,60.0,10.0,76.0,12.0,64.0,10.0,337.75,55.0,,,,516.0,70.0,12.0,72.0,11.0,76.0,12.0,86.0,13.0,66.0,10.0,370.0,58.0
114-3071-234012,114,233,,09商業與管理群,68.0,11.0,61.0,10.0,64.0,10.0,92.0,14.0,68.0,11.0,353.0,56.0,537.0,0.0,74.0,12.0,78.5,12.0,60.0,10.0,78.0,12.0,56.0,9.0,346.5,55.0,,,,496.0,62.0,11.0,66.0,10.0,68.0,11.0,80.0,13.0,54.0,9.0,330.0,54.0,,,,482.0,64.0,11.0,64.25,10.0,40.0,7.0,88.0,14.0,62.0,10.0,318.25,52.0,,,,487.0,68.0,12.0,76.25,12.0,76.0,12.0,90.0,14.0,68.0,11.0,378.25,61.0,,,,571.0,74.0,12.0,68.0,11.0,56.0,9.0,80.0,13.0,66.0,10.0,344.0,55.0
114-3071-234014,114,233,,09商業與管理群,58.0,10.0,77.0,12.0,68.0,11.0,70.0,11.0,66.0,10.0,339.0,54.0,492.0,0.0,70.0,11.0,86.0,13.0,76.0,12.0,72.0,11.0,60.0,10.0,364.0,57.0,,,,513.0,50.0,9.0,81.75,13.0,76.0,12.0,76.0,12.0,52.0,8.0,335.75,54.0,,,,480.0,66.0,11.0,82.5,13.0,64.0,10.0,64.0,10.0,50.0,8.0,326.5,52.0,,,,478.0,66.0,11.0,80.5,13.0,72.0,11.0,64.0,10.0,44.0,7.0,326.5,52.0,,,,472.0,68.0,11.0,87.5,14.0,88.0,14.0,78.0,12.0,60.0,10.0,381.5,61.0
114-3071-234016,114,233,,09商業與管理群,64.0,11.0,54.0,9.0,88.0,14.0,68.0,11.0,60.0,10.0,334.0,55.0,478.0,0.0,78.0,12.0,56.75,9.0,80.0,13.0,58.0,9.0,38.0,6.0,310.75,49.0,,,,423.0,52.0,9.0,45.5,7.0,72.0,11.0,60.0,10.0,50.0,8.0,279.5,45.0,,,,396.0,56.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,,,,56.0,66.0,11.0,56.0,9.0,40.0,7.0,58.0,9.0,36.0,6.0,256.0,42.0,,,,372.0,76.0,13.0,61.5,10.0,76.0,12.0,68.0,11.0,62.0,10.0,343.5,56.0
114-3071-234017,114,233,,09商業與管理群,62.0,10.0,59.0,9.0,48.0,8.0,76.0,12.0,48.0,8.0,293.0,47.0,437.0,0.0,64.0,10.0,73.5,12.0,64.0,10.0,74.0,12.0,52.0,8.0,327.5,52.0,,,,464.0,60.0,11.0,59.75,9.0,56.0,9.0,68.0,11.0,42.0,7.0,285.75,47.0,,,,411.0,78.0,13.0,60.0,10.0,44.0,7.0,74.0,12.0,52.0,8.0,308.0,50.0,,,,462.0,68.0,12.0,54.75,9.0,56.0,9.0,76.0,12.0,40.0,7.0,294.75,49.0,,,,430.0,64.0,11.0,81.5,13.0,72.0,11.0,60.0,10.0,46.0,7.0,323.5,52.0
