年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
114,09商業與管理群,09171,I15,樹德科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,12,2,246.0,,私立科大,社會法政類
114,09商業與管理群,09172,I14,樹德科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,0,,,私立科大,資訊類
114,09商業與管理群,09173,I14,樹德科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,3,344.5,,私立科大,資訊類
114,09商業與管理群,09174,I14,樹德科技大學,動畫與遊戲設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,18,5,295.0,,私立科大,設計類
114,09商業與管理群,09175,I14,樹德科技大學,電子競技與電腦娛樂科學系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,7,212.0,,私立科大,工程類
114,09商業與管理群,09176,I14,樹德科技大學,流行設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,9,0,,,私立科大,設計類
114,09商業與管理群,09177,I14,樹德科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,0,,,私立科大,設計類
114,09商業與管理群,09178,I14,樹德科技大學,藝術管理與藝術經紀系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,2,308.0,,私立科大,商管類
114,09商業與管理群,09179,I1,龍華科技大學,數位行銷暨跨境商務系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,10,357.0,,私立科大,商管類
114,09商業與管理群,09180,I1,龍華科技大學,財務金融系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,22,21,320.0,,私立科大,商管類
114,09商業與管理群,09181,I1,龍華科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,19,11,261.0,,私立科大,商管類
114,09商業與管理群,09182,I13,龍華科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,22,22,276.0,,私立科大,資訊類
114,09商業與管理群,09183,I13,龍華科技大學,工業管理系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,427.5,,私立科大,商管類
114,09商業與管理群,09184,I1,龍華科技大學,應用外語系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,10,6,214.0,,私立科大,語文類
114,09商業與管理群,09185,I1,龍華科技大學,多媒體與遊戲發展科學系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,2,536.0,,私立科大,資訊類
114,09商業與管理群,09186,I1,龍華科技大學,觀光休閒系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,414.0,,私立科大,餐旅觀光類
114,09商業與管理群,09187,I1,龍華科技大學,文化創意與數位媒體設計系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,575.0,,私立科大,設計類
114,09商業與管理群,09188,I18,輔英科技大學,健康事業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,7,0,,,私立科大,商管類
114,09商業與管理群,09189,I14,輔英科技大學,資訊科技與管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,2,328.0,,私立科大,資訊類
114,09商業與管理群,09190,I18,輔英科技大學,健康美容系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,4,3,272.0,,私立科大,醫護健康類
114,09商業與管理群,09191,I18,輔英科技大學,休閒與遊憩事業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,2,330.0,,私立科大,商管類
114,09商業與管理群,09192,I5,明新科技大學,資訊工程系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,11,8,329.0,,私立科大,資訊類
114,09商業與管理群,09193,I53,明新科技大學,工業工程與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,213.0,,私立科大,工程類
114,09商業與管理群,09194,I5,明新科技大學,資訊管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,10,10,444.0,,私立科大,資訊類
114,09商業與管理群,09195,I5,明新科技大學,行銷與流通管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,21,11,263.5,,私立科大,商管類
114,09商業與管理群,09196,I53,明新科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,21,11,212.0,,私立科大,商管類
114,09商業與管理群,09197,I5,明新科技大學,財務金融系創意行銷組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,3,3,351.75,,私立科大,設計類
114,09商業與管理群,09198,I5,明新科技大學,財務金融系智慧理財組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,9,9,369.0,,私立科大,商管類
114,09商業與管理群,09199,I53,明新科技大學,旅館管理與廚藝創意系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,183.5,,私立科大,設計類
114,09商業與管理群,09200,I1,明新科技大學,休閒事業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,3,427.0,,私立科大,商管類
114,09商業與管理群,09201,I53,明新科技大學,樂齡服務產業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,269.5,,私立科大,商管類
114,09商業與管理群,09202,I53,明新科技大學,國際商務外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,4,266.5,,私立科大,商管類
114,09商業與管理群,09203,I53,明新科技大學,運動事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,6,172.0,,私立科大,商管類
114,09商業與管理群,09204,I14,明新科技大學,時尚造型與設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,2,404.5,,私立科大,設計類
114,09商業與管理群,09205,I5,明新科技大學,多媒體與遊戲發展系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,6,6,355.5,,私立科大,資訊類
114,09商業與管理群,09206,I53,弘光科技大學,動物保健系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,321.0,,私立科大,醫護健康類
114,09商業與管理群,09207,I53,弘光科技大學,老人福利與長期照顧事業系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,3,248.0,,私立科大,其他
114,09商業與管理群,09208,I53,弘光科技大學,健康事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,10,188.0,,私立科大,商管類
114,09商業與管理群,09209,I53,弘光科技大學,文化設計與行銷系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,347.5,,私立科大,設計類
114,09商業與管理群,09210,I53,弘光科技大學,國際溝通英語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,6,265.0,,私立科大,語文類
114,09商業與管理群,09211,I53,弘光科技大學,多媒體遊戲發展與應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,231.0,,私立科大,資訊類
114,09商業與管理群,09212,I53,弘光科技大學,智慧科技應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,12,219.5,,私立科大,資訊類
114,09商業與管理群,09213,I53,弘光科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,6,223.5,,私立科大,醫護健康類
114,09商業與管理群,09214,I53,弘光科技大學,環境與安全衛生工程系環境工程組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,1,299.0,,私立科大,工程類
114,09商業與管理群,09215,I53,健行科技大學,室內設計與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,4,168.0,,私立科大,設計類
114,09商業與管理群,09216,I53,健行科技大學,國際企業經營系航空行銷組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,379.0,,私立科大,商管類
114,09商業與管理群,09217,I53,健行科技大學,國際企業經營系觀光休閒組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,2,334.0,,私立科大,商管類
114,09商業與管理群,09218,I14,健行科技大學,數位多媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,7,394.0,,私立科大,資訊類
114,09商業與管理群,09219,I53,健行科技大學,應用外語系英語組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,213.5,,私立科大,語文類
114,09商業與管理群,09220,I53,健行科技大學,應用外語系日韓語組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,1,502.0,,私立科大,語文類
114,09商業與管理群,09221,I53,健行科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,11,148.0,,私立科大,商管類
114,09商業與管理群,09222,I53,健行科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,12,236.0,,私立科大,商管類
114,09商業與管理群,09223,I53,健行科技大學,財務金融系投資理財組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,7,175.5,,私立科大,商管類
114,09商業與管理群,09224,I53,健行科技大學,財務金融系金融管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,217.0,,私立科大,商管類
114,09商業與管理群,09225,I53,健行科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,5,257.0,,私立科大,資訊類
114,09商業與管理群,09226,I14,健行科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,17,4,469.5,,私立科大,資訊類
114,09商業與管理群,09227,I53,健行科技大學,餐旅管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,176.0,,私立科大,商管類
114,09商業與管理群,09228,I14,健行科技大學,電子工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,0,,,私立科大,工程類
114,09商業與管理群,09229,I49,正修科技大學,工業工程與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,3,3,288.0,,私立科大,工程類
114,09商業與管理群,09230,I49,正修科技大學,資訊工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,12,6,262.5,,私立科大,資訊類
114,09商業與管理群,09231,I53,正修科技大學,電競科技系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,307.5,,私立科大,其他
114,09商業與管理群,09232,I14,正修科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,25,12,265.5,,私立科大,商管類
114,09商業與管理群,09233,I7,正修科技大學,資訊管理系,國文*1.50 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,21,8,258.0,,私立科大,資訊類
114,09商業與管理群,09234,I53,正修科技大學,金融管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,24,6,221.5,,私立科大,商管類
114,09商業與管理群,09235,I53,正修科技大學,幼兒保育系家庭社工組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,1,263.0,,私立科大,教育類
114,09商業與管理群,09236,I14,正修科技大學,護理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,1,555.0,,私立科大,醫護健康類
114,09商業與管理群,09237,I53,正修科技大學,休閒與運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,226.25,,私立科大,商管類
114,09商業與管理群,09238,I15,正修科技大學,餐飲管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,3,299.0,,私立科大,商管類
114,09商業與管理群,09239,I14,正修科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,380.75,,私立科大,設計類
114,09商業與管理群,09240,I18,正修科技大學,數位多媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,9,2,302.0,,私立科大,資訊類
114,09商業與管理群,09241,I18,萬能科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,5,0,,,私立科大,資訊類
114,09商業與管理群,09242,I15,萬能科技大學,商業設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,291.5,,私立科大,設計類
114,09商業與管理群,09243,I15,萬能科技大學,觀光與休閒事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,214.0,,私立科大,商管類
114,09商業與管理群,09244,I53,萬能科技大學,航空暨運輸服務管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,4,226.0,,私立科大,商管類
114,09商業與管理群,09245,I53,萬能科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,4,250.0,,私立科大,商管類
114,09商業與管理群,09246,I15,萬能科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,12,3,321.0,,私立科大,商管類
114,09商業與管理群,09247,I53,萬能科技大學,餐飲管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,2,209.5,,私立科大,商管類
114,09商業與管理群,09248,I20,建國科技大學,美容系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,7,1,276.5,,私立科大,其他
114,09商業與管理群,09249,I20,建國科技大學,觀光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,0,,,私立科大,餐旅觀光類
114,09商業與管理群,09250,I53,建國科技大學,經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,19,1,263.5,,私立科大,商管類
114,09商業與管理群,09251,I53,建國科技大學,商品與遊戲設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,3,325.5,,私立科大,設計類
114,09商業與管理群,09252,I2,明志科技大學,環境與安全衛生工程系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,4,4,278.0,,私立科大,其他
114,09商業與管理群,09253,I13,明志科技大學,工業工程與管理系,國文*2.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,15,9,342.0,,私立科大,工程類
114,09商業與管理群,09254,I1,明志科技大學,經營管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,28,28,367.0,,私立科大,商管類
114,09商業與管理群,09255,I3,明志科技大學,數位行銷設計學士學位學程,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,550.0,,私立科大,設計類
114,09商業與管理群,09256,I53,台鋼科技大學,資訊傳播與行銷系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,0,,,私立科大,資訊類
114,09商業與管理群,09257,I53,台鋼科技大學,觀光外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,餐旅觀光類
114,09商業與管理群,09258,I20,大仁科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,1,284.0,,私立科大,社會法政類
114,09商業與管理群,09259,I1,聖約翰科技大學,休閒運動與觀光管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,0,,,私立科大,商管類
114,09商業與管理群,09260,I14,嶺東科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,40,27,220.0,,私立科大,商管類
114,09商業與管理群,09261,I14,嶺東科技大學,國際企業系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,18,5,293.0,,私立科大,商管類
114,09商業與管理群,09262,I18,嶺東科技大學,會計資訊系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,13,3,319.0,,私立科大,資訊類
114,09商業與管理群,09263,I18,嶺東科技大學,行銷與流通管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,35,20,285.0,,私立科大,商管類
114,09商業與管理群,09264,I32,嶺東科技大學,資訊科技系網路管理與雲端應用組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,12,4,344.0,,私立科大,資訊類
114,09商業與管理群,09265,I51,嶺東科技大學,幼兒保育系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.50,3,0,,,私立科大,教育類
114,09商業與管理群,09266,I5,嶺東科技大學,觀光與休閒管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,14,10,282.25,,私立科大,商管類
114,09商業與管理群,09267,I5,嶺東科技大學,資訊管理系資訊管理應用組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,9,4,372.0,,私立科大,資訊類
114,09商業與管理群,09268,I5,嶺東科技大學,資訊管理系數位生活設計組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,14,4,324.0,,私立科大,資訊類
114,09商業與管理群,09269,I18,嶺東科技大學,時尚經營系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,4,4,366.5,,私立科大,設計類
114,09商業與管理群,09270,I29,嶺東科技大學,應用外語系應用英語組,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,20,3,378.25,,私立科大,語文類
114,09商業與管理群,09271,I18,嶺東科技大學,財務金融系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,20,16,294.0,,私立科大,商管類
114,09商業與管理群,09272,I29,嶺東科技大學,應用外語系應用日語組,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,8,6,331.5,,私立科大,語文類
114,09商業與管理群,09273,I6,中國科技大學,影視設計系（臺北校區）,國文*2.00 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,5,318.25,,私立科大,設計類
114,09商業與管理群,09274,I1,中國科技大學,企業管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,11,7,290.0,,私立科大,商管類
114,09商業與管理群,09275,I1,中國科技大學,企業管理系航空暨運輸服務管理組（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,4,353.0,,私立科大,商管類
114,09商業與管理群,09276,I1,中國科技大學,財務金融系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,12,5,338.0,,私立科大,商管類
114,09商業與管理群,09277,I1,中國科技大學,行銷與流通管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,9,4,382.0,,私立科大,商管類
114,09商業與管理群,09278,I1,中國科技大學,觀光與休閒事業管理系（臺北校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,3,324.0,,私立科大,商管類
114,09商業與管理群,09279,I5,中國科技大學,資訊管理系（臺北校區）,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,4,4,479.25,,私立科大,資訊類
114,09商業與管理群,09280,I1,中國科技大學,觀光與休閒事業管理系（新竹校區）,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,256.0,,私立科大,商管類
114,09商業與管理群,09281,I53,中臺科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,7,197.5,,私立科大,其他
114,09商業與管理群,09282,I53,中臺科技大學,行銷管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,7,207.0,,私立科大,商管類
114,09商業與管理群,09283,I53,中臺科技大學,醫療暨健康產業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,4,189.5,,私立科大,商管類
114,09商業與管理群,09284,I53,中臺科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,6,263.5,,私立科大,資訊類
114,09商業與管理群,09285,I53,中臺科技大學,兒童教育暨事業經營系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,209.0,,私立科大,教育類
114,09商業與管理群,09286,I53,中臺科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,8,227.0,,私立科大,醫護健康類
114,09商業與管理群,09287,I53,中臺科技大學,高齡健康照護系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,0,,,私立科大,醫護健康類
114,09商業與管理群,09288,I53,台南應用科技大學,服飾設計管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,1,222.0,,私立科大,設計類
114,09商業與管理群,09289,I53,台南應用科技大學,運動休閒與健康管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,2,305.5,,私立科大,商管類
114,09商業與管理群,09290,I53,台南應用科技大學,國際企業經營系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,2,288.0,,私立科大,商管類
114,09商業與管理群,09291,I53,台南應用科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,19,3,259.5,,私立科大,商管類
114,09商業與管理群,09292,I14,台南應用科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,14,4,307.5,,私立科大,資訊類
114,09商業與管理群,09293,I20,台南應用科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,23,5,231.5,,私立科大,商管類
114,09商業與管理群,09294,I53,台南應用科技大學,室內設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,355.0,,私立科大,設計類
114,09商業與管理群,09295,I14,台南應用科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,11,5,355.5,,私立科大,設計類
114,09商業與管理群,09296,I53,台南應用科技大學,應用英語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,4,238.25,,私立科大,語文類
114,09商業與管理群,09297,I53,中信科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,0,,,私立科大,商管類
114,09商業與管理群,09298,I53,中信科技大學,餐飲與健康養生系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,1,0,,,私立科大,餐旅觀光類
114,09商業與管理群,09299,I53,中信科技大學,休閒運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,1,207.0,,私立科大,商管類
114,09商業與管理群,09300,I53,元培醫事科技大學,醫務管理系醫療產業管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,1,286.0,,私立科大,商管類
114,09商業與管理群,09301,I32,元培醫事科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,5,5,240.0,,私立科大,資訊類
114,09商業與管理群,09302,I53,元培醫事科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,0,,,私立科大,商管類
114,09商業與管理群,09303,I53,元培醫事科技大學,健康休閒管理系運動休閒組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,2,213.0,,私立科大,商管類
114,09商業與管理群,09304,I53,元培醫事科技大學,視光系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,379.0,,私立科大,其他
114,09商業與管理群,09305,I53,元培醫事科技大學,餐飲管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,244.0,,私立科大,商管類
114,09商業與管理群,09306,I53,景文科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,2,225.5,,私立科大,商管類
114,09商業與管理群,09307,I53,景文科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,2,224.0,,私立科大,商管類
114,09商業與管理群,09308,I53,景文科技大學,行動商務與多媒體應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,1,216.0,,私立科大,資訊類
