年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
112,09商業與管理群,09137,I8,崑山科技大學,電腦與遊戲發展科學學士學位學程,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,7,0,,,私立科大,其他
112,09商業與管理群,09138,I54,崑山科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,2,219.5,,私立科大,商管類
112,09商業與管理群,09139,I8,崑山科技大學,金融管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,14,1,417.0,,私立科大,商管類
112,09商業與管理群,09140,I8,崑山科技大學,房地產開發與管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,6,4,274.0,,私立科大,商管類
112,09商業與管理群,09141,I54,崑山科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,3,201.5,,私立科大,資訊類
112,09商業與管理群,09142,I38,崑山科技大學,公共關係暨廣告系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.00,11,0,,,私立科大,傳播類
112,09商業與管理群,09143,I25,崑山科技大學,資訊傳播系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,7,0,,,私立科大,資訊類
112,09商業與管理群,09144,I25,崑山科技大學,旅遊事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,1,1,306.0,,私立科大,商管類
112,09商業與管理群,09145,I24,崑山科技大學,休閒遊憩與運動管理系,國文*1.00 + 英文*1.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*2.00,4,1,354.0,,私立科大,商管類
112,09商業與管理群,09146,I8,崑山科技大學,樂齡生活產業管理學士學位學程,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,3,0,,,私立科大,商管類
112,09商業與管理群,09147,I54,崑山科技大學,微商營運學士學位學程,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,0,,,私立科大,其他
112,09商業與管理群,09148,I1,嘉藥學校財團法人嘉南藥理大學,化粧品應用與管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,7,288.0,,私立大學,商管類
112,09商業與管理群,09149,I54,嘉藥學校財團法人嘉南藥理大學,藥粧生技產業系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,298.0,,私立大學,其他
112,09商業與管理群,09150,I54,嘉藥學校財團法人嘉南藥理大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,2,321.5,,私立大學,資訊類
112,09商業與管理群,09151,I14,嘉藥學校財團法人嘉南藥理大學,社會工作系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,6,343.5,,私立大學,社會法政類
112,09商業與管理群,09152,I8,嘉藥學校財團法人嘉南藥理大學,多媒體與遊戲發展系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,5,4,417.25,,私立大學,資訊類
112,09商業與管理群,09153,I54,嘉藥學校財團法人嘉南藥理大學,嬰幼兒保育系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,1,226.0,,私立大學,教育類
112,09商業與管理群,09154,I34,嘉藥學校財團法人嘉南藥理大學,環境資源管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,5,2,414.0,,私立大學,商管類
112,09商業與管理群,09155,I1,嘉藥學校財團法人嘉南藥理大學,休閒保健管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,0,,,私立大學,商管類
112,09商業與管理群,09156,I54,嘉藥學校財團法人嘉南藥理大學,觀光事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,242.0,,私立大學,商管類
112,09商業與管理群,09157,I54,嘉藥學校財團法人嘉南藥理大學,運動管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,2,264.0,,私立大學,商管類
112,09商業與管理群,09158,I1,嘉藥學校財團法人嘉南藥理大學,醫務管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,13,9,310.0,,私立大學,商管類
112,09商業與管理群,09159,I1,嘉藥學校財團法人嘉南藥理大學,應用外語系應用英文組,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,2,382.0,,私立大學,語文類
112,09商業與管理群,09160,I14,樹德科技大學,行銷管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,16,286.0,,私立科大,商管類
112,09商業與管理群,09161,I14,樹德科技大學,流通管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,8,339.5,,私立科大,商管類
112,09商業與管理群,09162,I14,樹德科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,17,17,283.5,,私立科大,商管類
112,09商業與管理群,09163,I14,樹德科技大學,金融管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,26,26,342.0,,私立科大,商管類
112,09商業與管理群,09164,I14,樹德科技大學,會展行銷與活動管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,388.0,,私立科大,商管類
112,09商業與管理群,09165,I54,樹德科技大學,應用外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,11,166.0,22.0,私立科大,語文類
112,09商業與管理群,09166,I16,樹德科技大學,社會工作系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,8,156.0,,私立科大,社會法政類
112,09商業與管理群,09167,I14,樹德科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,14,5,128.0,,私立科大,資訊類
112,09商業與管理群,09168,I14,樹德科技大學,資訊管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,3,402.0,,私立科大,資訊類
112,09商業與管理群,09169,I54,樹德科技大學,動畫與遊戲設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,15,15,192.0,30.0,私立科大,設計類
112,09商業與管理群,09170,I54,樹德科技大學,電子競技與電腦娛樂科學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,6,198.0,,私立科大,工程類
112,09商業與管理群,09171,I14,樹德科技大學,視覺傳達設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,7,270.0,,私立科大,設計類
112,09商業與管理群,09172,I54,樹德科技大學,藝術管理與藝術經紀系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,178.0,30.0,私立科大,商管類
112,09商業與管理群,09173,I54,龍華科技大學,數位行銷暨跨境商務系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,21,12,150.0,,私立科大,商管類
112,09商業與管理群,09174,I54,龍華科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,29,15,173.5,,私立科大,商管類
112,09商業與管理群,09175,I54,龍華科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,32,19,175.5,,私立科大,商管類
112,09商業與管理群,09176,I54,龍華科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,23,23,162.0,,私立科大,資訊類
112,09商業與管理群,09177,I54,龍華科技大學,工業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,18,1,262.0,,私立科大,商管類
112,09商業與管理群,09178,I54,龍華科技大學,應用外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,6,202.5,,私立科大,語文類
112,09商業與管理群,09179,I54,龍華科技大學,多媒體與遊戲發展科學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,9,177.5,,私立科大,資訊類
112,09商業與管理群,09180,I54,龍華科技大學,觀光休閒系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,10,192.0,,私立科大,餐旅觀光類
112,09商業與管理群,09181,I54,龍華科技大學,文化創意與數位媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,283.0,,私立科大,設計類
112,09商業與管理群,09182,I53,輔英科技大學,健康事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.50,17,1,205.5,,私立科大,商管類
112,09商業與管理群,09183,I30,輔英科技大學,應用外語系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,8,3,274.0,,私立科大,語文類
112,09商業與管理群,09184,I54,輔英科技大學,資訊科技與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,6,216.5,,私立科大,資訊類
112,09商業與管理群,09185,I54,輔英科技大學,健康美容系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,2,235.5,,私立科大,醫護健康類
112,09商業與管理群,09186,I54,輔英科技大學,休閒與遊憩事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,15,3,206.0,,私立科大,商管類
112,09商業與管理群,09187,I8,明新科技大學,資訊工程系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,12,12,422.0,,私立科大,資訊類
112,09商業與管理群,09188,I54,明新科技大學,工業工程與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,15,4,164.0,,私立科大,工程類
112,09商業與管理群,09189,I8,明新科技大學,資訊管理系,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,21,21,392.0,,私立科大,資訊類
112,09商業與管理群,09190,I54,明新科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,23,23,190.0,,私立科大,商管類
112,09商業與管理群,09191,I1,明新科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,27,11,244.0,,私立科大,商管類
112,09商業與管理群,09192,I8,明新科技大學,財務金融系創意行銷組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,7,3,389.0,,私立科大,設計類
112,09商業與管理群,09193,I8,明新科技大學,財務金融系智慧理財組,國文*2.00 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,11,11,437.5,,私立科大,商管類
112,09商業與管理群,09194,I54,明新科技大學,旅館管理與廚藝創意系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,260.0,,私立科大,設計類
112,09商業與管理群,09195,I1,明新科技大學,休閒事業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,9,7,247.0,,私立科大,商管類
112,09商業與管理群,09196,I54,明新科技大學,樂齡服務產業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,3,194.0,,私立科大,商管類
112,09商業與管理群,09197,I54,明新科技大學,國際商務外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,4,319.0,,私立科大,商管類
112,09商業與管理群,09198,I54,明新科技大學,運動事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,9,178.0,,私立科大,商管類
112,09商業與管理群,09199,I14,明新科技大學,時尚造型與設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,3,351.5,,私立科大,設計類
112,09商業與管理群,09200,I54,明新科技大學,多媒體與遊戲發展系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,4,266.0,,私立科大,資訊類
112,09商業與管理群,09201,I54,弘光科技大學,動物保健系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,388.25,,私立科大,醫護健康類
112,09商業與管理群,09202,I54,弘光科技大學,老人福利與長期照顧事業系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,6,320.25,,私立科大,其他
112,09商業與管理群,09203,I54,弘光科技大學,健康事業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,10,287.5,52.0,私立科大,商管類
112,09商業與管理群,09204,I54,弘光科技大學,文化設計與行銷系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,11,276.0,,私立科大,設計類
112,09商業與管理群,09205,I54,弘光科技大學,國際溝通英語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,4,280.0,,私立科大,語文類
112,09商業與管理群,09206,I54,弘光科技大學,多媒體遊戲發展與應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,22,21,195.5,,私立科大,資訊類
112,09商業與管理群,09207,I54,弘光科技大學,智慧科技應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,14,165.5,,私立科大,資訊類
112,09商業與管理群,09208,I54,弘光科技大學,醫療器材發展與應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,234.0,36.0,私立科大,其他
112,09商業與管理群,09209,I54,弘光科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,15,15,250.0,,私立科大,醫護健康類
112,09商業與管理群,09210,I54,健行科技大學,室內設計與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,199.0,,私立科大,設計類
112,09商業與管理群,09211,I54,健行科技大學,國際企業經營系航空行銷組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,363.5,,私立科大,商管類
112,09商業與管理群,09212,I54,健行科技大學,國際企業經營系觀光休閒組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,4,201.5,,私立科大,商管類
112,09商業與管理群,09213,I14,健行科技大學,數位多媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,3,339.0,,私立科大,資訊類
112,09商業與管理群,09214,I54,健行科技大學,餐旅管理系餐旅創業組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,181.5,,私立科大,商管類
112,09商業與管理群,09215,I14,健行科技大學,應用外語系英語組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,2,331.5,,私立科大,語文類
112,09商業與管理群,09216,I14,健行科技大學,應用外語系日韓語組,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,5,326.0,,私立科大,語文類
112,09商業與管理群,09217,I54,健行科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,22,22,139.0,,私立科大,商管類
112,09商業與管理群,09218,I54,健行科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,20,9,188.0,,私立科大,商管類
112,09商業與管理群,09219,I54,健行科技大學,行銷與流通管理系運動行銷組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,1,150.0,,私立科大,商管類
112,09商業與管理群,09220,I54,健行科技大學,財務金融系投資理財組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,15,11,169.5,,私立科大,商管類
112,09商業與管理群,09221,I54,健行科技大學,財務金融系金融管理組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,0,,,私立科大,商管類
112,09商業與管理群,09222,I54,健行科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,11,178.0,,私立科大,資訊類
112,09商業與管理群,09223,I14,健行科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,376.0,,私立科大,資訊類
112,09商業與管理群,09224,I16,正修科技大學,工業工程與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,4,338.5,,私立科大,工程類
112,09商業與管理群,09225,I54,正修科技大學,電競科技管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,8,187.5,,私立科大,商管類
112,09商業與管理群,09226,I14,正修科技大學,企業管理系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,29,15,344.0,,私立科大,商管類
112,09商業與管理群,09227,I9,正修科技大學,資訊管理系,國文*1.50 + 英文*1.50 + 數學*1.50 + 專業(一)*3.00 + 專業(二)*3.00,30,12,254.25,,私立科大,資訊類
112,09商業與管理群,09228,I54,正修科技大學,金融管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,18,17,191.5,,私立科大,商管類
112,09商業與管理群,09229,I54,正修科技大學,幼兒保育系家庭社工組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,221.5,,私立科大,教育類
112,09商業與管理群,09230,I54,正修科技大學,應用外語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,3,249.5,,私立科大,語文類
112,09商業與管理群,09231,I16,正修科技大學,觀光遊憩系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,1,1,408.0,,私立科大,餐旅觀光類
112,09商業與管理群,09232,I22,正修科技大學,數位多媒體設計系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,15,9,233.5,,私立科大,資訊類
