student_id,畢業年度,班級_標準,錄取管道,錄取管道_原始,錄取學校,學校類型,錄取科系,科系分類,錄取身分,二階結果,資料來源
114-3071-232016,114,231.0,統測分發,統測分發,國立屏東大學,國立大學,國際經營與貿易學系,商管類,技專分發,,技專分發
114-3071-232017,114,231.0,統測分發,統測分發,逢甲大學,私立大學,合作經濟暨社會事業經營學系,商管類,技專甄選,,技專分發
114-3071-232018,114,231.0,統測分發,統測分發,致理科技大學,私立科大,國際貿易系,商管類,技專甄選,,技專分發
114-3071-232019,114,231.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-232020,114,231.0,統測分發,統測分發,國立屏東科技大學,國立科大,工業管理系,商管類,技專甄選,,技專分發
114-3071-232021,114,231.0,統測分發,統測分發,致理科技大學,私立科大,國際貿易系,商管類,技專分發,,技專分發
114-3071-232022,114,232.0,統測分發,統測分發,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,技專甄選,,技專分發
114-3071-232023,114,232.0,統測分發,統測分發,國立虎尾科技大學,國立科大,應用外語系,語文類,技專分發,,技專分發
114-3071-232024,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,休閒事業經營系,餐旅觀光類,技專甄選,,技專分發
114-3071-232025,114,232.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專分發,,技專分發
114-3071-232026,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用中文系,語文類,技專分發,,技專分發
114-3071-232027,114,232.0,統測分發,統測分發,國立高雄科技大學,國立科大,金融資訊系,資訊類,技專分發,,技專分發
114-3071-232028,114,232.0,統測分發,統測分發,輔仁大學,私立大學,體育學系運動健康管理組,商管類,獨立招生,,技專分發
114-3071-232029,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-232030,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-232031,114,232.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-232033,114,232.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-232034,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-232036,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-233001,114,232.0,統測分發,統測分發,致理科技大學,私立科大,國際貿易系,商管類,技專甄選,,技專分發
114-3071-233003,114,232.0,統測分發,統測分發,國立勤益科技大學,國立科大,企業管理系,商管類,技專甄選,,技專分發
114-3071-233006,114,232.0,統測分發,統測分發,國立高雄科技大學,國立科大,運籌管理系,商管類,技專甄選,,技專分發
114-3071-233007,114,232.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-233008,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-233009,114,232.0,統測分發,統測分發,健行科技大學,私立科大,國際企業經營系航空行銷組,商管類,技專分發,,技專分發
114-3071-233010,114,232.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-233011,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用統計系,商管類,技專分發,,技專分發
114-3071-233012,114,232.0,統測分發,統測分發,國立臺北護理健康大學,國立大學,生死與健康心理諮商系,醫護健康類,技專分發,,技專分發
114-3071-233013,114,232.0,統測分發,統測分發,致理科技大學,私立科大,國際貿易系,商管類,技專分發,,技專分發
114-3071-233014,114,232.0,統測分發,統測分發,國立勤益科技大學,國立科大,企業管理系,商管類,技專甄選,,技專分發
114-3071-233015,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,技專甄選,,技專分發
114-3071-233016,114,232.0,統測分發,統測分發,致理科技大學,私立科大,資訊管理系（資安人才）,資訊類,技專甄選,,技專分發
114-3071-233017,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,技專甄選,,技專分發
114-3071-233018,114,232.0,統測分發,統測分發,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,技專甄選,,技專分發
114-3071-233019,114,232.0,統測分發,統測分發,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-233020,114,232.0,統測分發,統測分發,朝陽科技大學,私立科大,財務金融系,商管類,技專分發,,技專分發
114-3071-233021,114,232.0,統測分發,統測分發,,未升學/無資料,,未知,,,技專分發
114-3071-233022,114,232.0,統測分發,統測分發,國立臺北大學,國立大學,財政學系,商管類,獨立招生,,技專分發
114-3071-233023,114,232.0,統測分發,統測分發,健行科技大學,私立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-233024,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,海事資訊科技系,資訊類,技專甄選,,技專分發
114-3071-233025,114,233.0,統測分發,統測分發,國立澎湖科技大學,國立科大,資訊管理系,資訊類,技專分發,,技專分發
114-3071-233026,114,233.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用英語系,語文類,技專分發,,技專分發
114-3071-233027,114,233.0,統測分發,統測分發,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,技專甄選,,技專分發
114-3071-233028,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,風險管理與保險系,商管類,技專甄選,,技專分發
114-3071-233029,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,漁業科技與管理系,商管類,技專甄選,,技專分發
114-3071-233030,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,風險管理與保險系,商管類,技專甄選,,技專分發
114-3071-233031,114,233.0,統測分發,統測分發,國立虎尾科技大學,國立科大,企業管理系,商管類,技專分發,,技專分發
114-3071-233032,114,233.0,統測分發,統測分發,嶺東科技大學,私立科大,企業管理系,商管類,技專甄選,,技專分發
114-3071-233033,114,233.0,統測分發,統測分發,醒吾科技大學,私立科大,國際商務系,商管類,技專分發,,技專分發
114-3071-233034,114,233.0,統測分發,統測分發,致理科技大學,私立科大,國際貿易系,商管類,技專分發,,技專分發
114-3071-233036,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,供應鏈管理系,商管類,技專甄選,,技專分發
114-3071-234001,114,233.0,統測分發,統測分發,致理科技大學,私立科大,會計資訊系,資訊類,技專甄選,,技專分發
114-3071-234002,114,233.0,統測分發,統測分發,國立宜蘭大學,國立大學,應用經濟與管理學系,商管類,技專分發,,技專分發
,114,233.0,統測分發,統測分發,,未升學/無資料,,未知,,,技專分發
114-3071-234003,114,233.0,統測分發,統測分發,國立高雄餐旅大學,國立大學,休閒暨遊憩管理系,商管類,技專甄選,,技專分發
114-3071-234004,114,233.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-234005,114,233.0,統測分發,統測分發,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,技專繁星,,技專分發
114-3071-234006,114,233.0,統測分發,統測分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-234007,114,233.0,統測分發,統測分發,國立臺中科技大學,國立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-234008,114,233.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,金融系,商管類,技專甄選,,技專分發
114-3071-234010,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,航運技術系,工程類,技專甄選,,技專分發
114-3071-234012,114,233.0,統測分發,統測分發,高雄醫學大學,私立大學,醫務管理暨醫療資訊學系,資訊類,技專甄選,,技專分發
114-3071-234014,114,233.0,統測分發,統測分發,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,技專甄選,,技專分發
,114,233.0,統測分發,統測分發,國立臺東專科學校,國立大學,建築科,設計類,技專分發,,技專分發
114-3071-234016,114,233.0,統測分發,統測分發,實踐大學,私立大學,國際經營與貿易學系（臺北校區）,商管類,技專甄選,,技專分發
,114,233.0,統測分發,統測分發,長庚學校財團法人長庚科技大學,私立科大,保健營養系（林口校區）,醫護健康類,技專分發,,技專分發
114-3071-234017,114,233.0,統測分發,統測分發,國立臺中科技大學,國立科大,護理系,醫護健康類,技專分發,,技專分發
114-3071-234020,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,應用英語系,語文類,技專分發,,技專分發
114-3071-234021,114,233.0,統測分發,統測分發,銘傳大學,私立大學,會計學系（台北校區）,商管類,技專甄選,,技專分發
114-3071-234023,114,233.0,統測分發,統測分發,國立高雄科技大學,國立科大,風險管理與保險系,商管類,技專甄選,,技專分發
114-3071-234024,114,233.0,統測分發,統測分發,國防大學政治作戰學院,私立大學,政治學系,其他,國軍召募,,技專分發
114-3071-234025,114,233.0,統測分發,統測分發,,未升學/無資料,,未知,,,技專分發
114-3071-234026,114,234.0,統測分發,統測分發,明志科技大學,私立科大,工業工程與管理系,工程類,技專甄選,,技專分發
114-3071-234027,114,234.0,統測分發,統測分發,健行科技大學,私立科大,企業管理系,商管類,技專分發,,技專分發
114-3071-234029,114,234.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專分發,,技專分發
114-3071-234030,114,234.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-234031,114,234.0,統測分發,統測分發,中原大學,私立大學,會計學系,商管類,技專甄選,,技專分發
114-3071-234032,114,234.0,統測分發,統測分發,崇右影藝科技大學,私立科大,影視傳播系,傳播類,技專分發,,技專分發
114-3071-234033,114,234.0,統測分發,統測分發,國立高雄科技大學,國立科大,工業工程與管理系,工程類,技專分發,,技專分發
114-3071-234034,114,234.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-234035,114,234.0,統測分發,統測分發,國立虎尾科技大學,國立科大,工業管理系,商管類,技專分發,,技專分發
114-3071-234036,114,234.0,統測分發,統測分發,國立臺中科技大學,國立科大,企業管理系,商管類,技專甄選,,技專分發
114-3071-235001,114,234.0,統測分發,統測分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,技專甄選,,技專分發
114-3071-235002,114,234.0,統測分發,統測分發,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,技專甄選,,技專分發
114-3071-235003,114,234.0,統測分發,統測分發,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-235004,114,234.0,統測分發,統測分發,致理科技大學,私立科大,應用日語系,語文類,技專甄選,,技專分發
114-3071-235005,114,234.0,統測分發,統測分發,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,技專甄選,,技專分發
114-3071-235006,114,234.0,統測分發,統測分發,國立雲林科技大學,國立科大,會計系,商管類,技專甄選,,技專分發
114-3071-235007,114,234.0,統測分發,統測分發,中原大學,私立大學,會計學系,商管類,技專甄選,,技專分發
114-3071-235009,114,234.0,統測分發,統測分發,國立臺中科技大學,國立科大,國際貿易與經營系,商管類,技專甄選,,技專分發
114-3071-235010,114,234.0,統測分發,統測分發,致理科技大學,私立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-235011,114,234.0,統測分發,統測分發,國立聯合大學,國立大學,經營管理學系,商管類,技專分發,,技專分發
114-3071-235012,114,234.0,統測分發,統測分發,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,技專甄選,,技專分發
114-3071-235014,114,234.0,統測分發,統測分發,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,技專分發,,技專分發
114-3071-235015,114,234.0,統測分發,統測分發,國立屏東科技大學,國立科大,工業管理系,商管類,技專甄選,,技專分發
114-3071-235016,114,234.0,統測分發,統測分發,國立高雄科技大學,國立科大,供應鏈管理系,商管類,技專分發,,技專分發
114-3071-235017,114,234.0,統測分發,統測分發,逢甲大學,私立大學,國際經營與貿易學系,商管類,技專甄選,,技專分發
114-3071-235018,114,234.0,統測分發,統測分發,國立高雄科技大學,國立科大,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-235019,114,234.0,統測分發,統測分發,國立高雄科技大學,國立科大,運籌管理系,商管類,技專甄選,,技專分發
114-3071-235020,114,234.0,統測分發,統測分發,國立宜蘭大學,國立大學,應用經濟與管理學系,商管類,技專分發,,技專分發
114-3071-235021,114,234.0,統測分發,統測分發,國立虎尾科技大學,國立科大,應用外語系,語文類,技專分發,,技專分發
114-3071-235022,114,234.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-235023,114,234.0,統測分發,統測分發,致理科技大學,私立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-235024,114,234.0,統測分發,統測分發,國立屏東科技大學,國立科大,企業管理系,商管類,技專分發,,技專分發
114-3071-235025,114,235.0,統測分發,統測分發,國立聯合大學,國立大學,資訊管理學系,資訊類,技專甄選,,技專分發
114-3071-235026,114,235.0,統測分發,統測分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,技專分發,,技專分發
114-3071-235027,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,應用英語系,語文類,技專分發,,技專分發
114-3071-235028,114,235.0,統測分發,統測分發,國立體育大學,國立大學,適應體育學系,其他,運動績優,,技專分發
114-3071-235029,114,235.0,統測分發,統測分發,國立臺中科技大學,國立科大,財政稅務系,商管類,技專甄選,,技專分發
114-3071-235030,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,工業工程與管理系,工程類,技專分發,,技專分發
114-3071-235031,114,235.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-235032,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,風險管理與保險系,商管類,技專甄選,,技專分發
114-3071-235033,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,商務資訊應用系（資安人才）,資訊類,技專甄選,,技專分發
114-3071-235035,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-235036,114,235.0,統測分發,統測分發,朝陽科技大學,私立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-235037,114,235.0,統測分發,統測分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,技專分發,,技專分發
114-3071-331001,114,235.0,統測分發,統測分發,國立宜蘭大學,國立大學,休閒產業與健康促進學系,餐旅觀光類,技專分發,,技專分發
114-3071-331002,114,235.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-331003,114,235.0,統測分發,統測分發,國立宜蘭大學,國立大學,休閒產業與健康促進學系,餐旅觀光類,技專分發,,技專分發
114-3071-331004,114,235.0,統測分發,統測分發,國立臺中科技大學,國立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-331005,114,235.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-331006,114,235.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專甄選,,技專分發
114-3071-331007,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-331008,114,235.0,統測分發,統測分發,中原大學,私立大學,國際經營與貿易學系,商管類,技專甄選,,技專分發
114-3071-331009,114,235.0,統測分發,統測分發,致理科技大學,私立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-331010,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-331011,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,供應鏈管理系,商管類,技專分發,,技專分發
114-3071-331012,114,235.0,統測分發,統測分發,國立宜蘭大學,國立大學,休閒產業與健康促進學系,餐旅觀光類,技專分發,,技專分發
114-3071-331013,114,235.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-331014,114,235.0,統測分發,統測分發,中原大學,私立大學,國際經營與貿易學系,商管類,技專甄選,,技專分發
114-3071-431002,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-431003,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,數位多媒體設計系（桃園校區）,資訊類,技專分發,,技專分發
114-3071-431004,114,235.0,統測分發,統測分發,實踐大學,私立大學,會計學系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-431005,114,235.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-431006,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,技專分發,,技專分發
114-3071-431007,114,235.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-431008,114,235.0,統測分發,統測分發,國立臺中科技大學,國立科大,企業管理系,商管類,技專甄選,,技專分發
114-3071-431010,114,235.0,統測分發,統測分發,國立高雄科技大學,國立科大,金融系,商管類,技專甄選,,技專分發
114-3071-431011,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,技專分發,,技專分發
114-3071-431012,114,431.0,統測分發,統測分發,致理科技大學,私立科大,應用日語系,語文類,技專分發,,技專分發
114-3071-431013,114,431.0,統測分發,統測分發,國立臺中科技大學,國立科大,人工智慧應用工程學士學位學程,資訊類,技專甄選,,技專分發
114-3071-431014,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,技優甄審,,技專分發
114-3071-431015,114,431.0,統測分發,統測分發,中原大學,私立大學,會計學系,商管類,技專甄選,,技專分發
114-3071-431016,114,431.0,統測分發,統測分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,技專分發,,技專分發
114-3071-431017,114,431.0,統測分發,統測分發,國立臺北科技大學,國立科大,文化事業發展系,其他,技專分發,,技專分發
114-3071-431018,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,數位多媒體設計系,資訊類,獨立招生,,技專分發
114-3071-431019,114,431.0,統測分發,統測分發,中原大學,私立大學,資訊管理學系,資訊類,技專甄選,,技專分發
114-3071-431020,114,431.0,統測分發,統測分發,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,技專分發,,技專分發
114-3071-431021,114,431.0,統測分發,統測分發,朝陽科技大學,私立科大,社會工作系,社會法政類,技專甄選,,技專分發
114-3071-431022,114,431.0,統測分發,統測分發,中原大學,私立大學,資訊管理學系,資訊類,技專甄選,,技專分發
114-3071-431023,114,431.0,統測分發,統測分發,景文科技大學,私立科大,行動商務與多媒體應用系,資訊類,技專甄選,,技專分發
114-3071-431024,114,431.0,統測分發,統測分發,中原大學,私立大學,資訊管理學系,資訊類,技專甄選,,技專分發
114-3071-431026,114,431.0,統測分發,統測分發,,未升學/無資料,,未知,,,技專分發
114-3071-431027,114,431.0,統測分發,統測分發,國立臺北科技大學,國立科大,文化事業發展系,其他,技專分發,,技專分發
114-3071-431028,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,技專分發,,技專分發
114-3071-431029,114,431.0,統測分發,統測分發,國立臺北科技大學,國立科大,經營管理系,商管類,技專分發,,技專分發
114-3071-431030,114,431.0,統測分發,統測分發,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-431031,114,431.0,統測分發,統測分發,國立臺灣科技大學,國立科大,資訊管理系,資訊類,技專分發,,技專分發
114-3071-431032,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-431033,114,431.0,統測分發,統測分發,,未升學/無資料,,未知,,,技專分發
114-3071-431034,114,431.0,統測分發,統測分發,國立臺北科技大學,國立科大,經營管理系,商管類,技優甄審,,技專分發
114-3071-431035,114,431.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-431036,114,431.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用日語系,語文類,技專甄選,,技專分發
114-3071-431037,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-431038,114,431.0,統測分發,統測分發,國立聯合大學,國立大學,資訊管理學系,資訊類,技專甄選,,技專分發
114-3071-432001,114,431.0,統測分發,統測分發,國立虎尾科技大學,國立科大,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-432002,114,431.0,統測分發,統測分發,國立臺中科技大學,國立科大,保險金融管理系,商管類,技專分發,,技專分發
114-3071-432003,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（會計產業實務專班）,資訊類,產學攜手,,技專分發
114-3071-432004,114,431.0,統測分發,統測分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-432005,114,431.0,統測分發,統測分發,致理科技大學,私立科大,行銷與流通管理系,商管類,甄試入學,,技專分發
114-3071-432006,114,431.0,統測分發,統測分發,國立高雄科技大學,國立科大,金融資訊系,資訊類,技專甄選,,技專分發
114-3071-432007,114,431.0,統測分發,統測分發,國立臺灣科技大學,國立科大,工業管理系,商管類,技專分發,,技專分發
114-3071-432008,114,431.0,統測分發,統測分發,國立臺中科技大學,國立科大,資訊工程系,資訊類,技專甄選,,技專分發
114-3071-432009,114,431.0,統測分發,統測分發,國立虎尾科技大學,國立科大,資訊管理系,資訊類,技專甄選,,技專分發
,114,431.0,統測分發,統測分發,台南應用科技大學,私立科大,企業管理系,商管類,獨立招生,,技專分發
,114,432.0,統測分發,統測分發,國立澎湖科技大學,國立科大,航運管理系,商管類,技專分發,,技專分發
,114,432.0,統測分發,統測分發,,未升學/無資料,,未知,就業,,技專分發
114-3071-432013,114,432.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-432014,114,432.0,統測分發,統測分發,朝陽科技大學,私立科大,資訊管理系資訊管理組,資訊類,技專分發,,技專分發
114-3071-432015,114,432.0,統測分發,統測分發,朝陽科技大學,私立科大,資訊管理系資訊管理組,資訊類,技專分發,,技專分發
114-3071-432016,114,432.0,統測分發,統測分發,,未升學/無資料,,未知,就業,,技專分發
114-3071-432017,114,432.0,統測分發,統測分發,,未升學/無資料,,未知,就業,,技專分發
114-3071-432018,114,432.0,統測分發,統測分發,國立虎尾科技大學,國立科大,資訊工程系,資訊類,技專分發,,技專分發
114-3071-432019,114,432.0,統測分發,統測分發,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,技專甄選,,技專分發
114-3071-432020,114,432.0,統測分發,統測分發,東海大學,私立大學,歷史學系,藝術人文類,大學個申,,技專分發
114-3071-432021,114,432.0,統測分發,統測分發,國立雲林科技大學,國立科大,企業管理系,商管類,技專分發,,技專分發
114-3071-432023,114,432.0,統測分發,統測分發,致理科技大學,私立科大,財務金融系,商管類,技專分發,,技專分發
114-3071-432024,114,432.0,統測分發,統測分發,國立勤益科技大學,國立科大,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-432025,114,432.0,統測分發,統測分發,國立臺中科技大學,國立科大,資訊工程系,資訊類,技專甄選,,技專分發
114-3071-432026,114,432.0,統測分發,統測分發,銘傳大學,私立大學,國際企業學系（台北校區）,商管類,技專甄選,,技專分發
114-3071-432028,114,432.0,統測分發,統測分發,臺灣警察專科學校,其他,行政警察科,其他,獨立招生,,技專分發
114-3071-432029,114,432.0,統測分發,統測分發,健行科技大學,私立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-432030,114,432.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-432031,114,432.0,統測分發,統測分發,國立臺中科技大學,國立科大,財務金融系,商管類,技專分發,,技專分發
114-3071-432032,114,432.0,統測分發,統測分發,臺灣警察專科學校,其他,保安警察科,其他,獨立招生,,技專分發
114-3071-432033,114,432.0,統測分發,統測分發,亞東科技大學,私立科大,資訊管理系,資訊類,甄試入學,,技專分發
114-3071-432034,114,432.0,統測分發,統測分發,致理科技大學,私立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
,114,432.0,統測分發,統測分發,嶺東科技大學,私立科大,流行設計系,設計類,技專分發,,技專分發
114-3071-432035,114,432.0,統測分發,統測分發,朝陽科技大學,私立科大,資訊管理系數位多媒體組,資訊類,技專分發,,技專分發
114-3071-432036,114,432.0,統測分發,統測分發,國立虎尾科技大學,國立科大,工業管理系,商管類,技專甄選,,技專分發
114-3071-432038,114,432.0,統測分發,統測分發,實踐大學,私立大學,財務金融學系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-433001,114,432.0,統測分發,統測分發,國立高雄餐旅大學,國立大學,航空暨運輸服務管理系,商管類,技專甄選,,技專分發
114-3071-433002,114,432.0,統測分發,統測分發,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,技優甄審,,技專分發
114-3071-433003,114,432.0,統測分發,統測分發,,未升學/無資料,,未知,就業,,技專分發
,114,432.0,統測分發,統測分發,逢甲大學,私立大學,風險管理與保險學系,商管類,大學個申,,技專分發
114-3071-433004,114,432.0,統測分發,統測分發,國立屏東科技大學,國立科大,社會工作系,社會法政類,技專甄選,,技專分發
114-3071-433005,114,432.0,統測分發,統測分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-433006,114,432.0,統測分發,統測分發,國立宜蘭大學,國立大學,休閒產業與健康促進學系,餐旅觀光類,技專分發,,技專分發
114-3071-433007,114,432.0,統測分發,統測分發,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,技專分發,,技專分發
114-3071-433008,114,432.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用中文系,語文類,技專甄選,,技專分發
114-3071-433009,114,432.0,統測分發,統測分發,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,技專甄選,,技專分發
114-3071-433010,114,432.0,統測分發,統測分發,國立臺中科技大學,國立科大,多媒體設計系,資訊類,技專甄選,,技專分發
,114,432.0,統測分發,統測分發,萬能科技大學,私立科大,企業管理學系,商管類,獨立招生,,技專分發
114-3071-433011,114,433.0,統測分發,統測分發,國立勤益科技大學,國立科大,行銷與流通管理系,商管類,技專甄選,,技專分發
114-3071-433013,114,433.0,統測分發,統測分發,國立臺中科技大學,國立科大,資訊管理系,資訊類,技專甄選,,技專分發
114-3071-433017,114,433.0,統測分發,統測分發,健行科技大學,私立科大,行銷與流通管理系,商管類,技專分發,,技專分發
114-3071-433018,114,433.0,統測分發,統測分發,國立高雄科技大學,國立科大,商務資訊應用系（資安人才）,資訊類,技專甄選,,技專分發
114-3071-433019,114,433.0,統測分發,統測分發,國立臺中科技大學,國立科大,應用統計系,商管類,技專甄選,,技專分發
114-3071-433020,114,433.0,統測分發,統測分發,健行科技大學,私立科大,資訊管理系,資訊類,技專分發,,技專分發
114-3071-433021,114,433.0,統測分發,統測分發,國立高雄科技大學,國立科大,會計資訊系,資訊類,技專分發,,技專分發
114-3071-433022,114,433.0,統測分發,統測分發,國立屏東大學,國立大學,會計學系,商管類,技專甄選,,技專分發
